leg,constituency_code,constituency,party,name,date_start,date_end
5,3,Braga,PS,Alberto Arons Braga de Carvalho,1987-07-20,1991-10-06
5,3,Braga,PS,António Magalhães da Silva,1987-07-20,1991-10-06
5,3,Braga,PS,Francisco Soares Mesquita Machado,1987-07-20,1991-10-06
5,3,Braga,PS,Fernando Ribeiro Moniz,1987-07-20,1991-10-06
5,3,Braga,CDS,José Nogueira de Brito,1987-07-20,1991-10-06
5,3,Braga,CDU,António Joaquim de Azevedo Ferreira Lopes,1987-07-20,1991-10-06
5,4,Bragança,PSD,José Albino da Silva Peneda,1987-07-20,1991-10-06
5,4,Bragança,PSD,Domingos Duarte Lima,1987-07-20,1991-10-06
5,4,Bragança,PSD,António Abílio Costa,1987-07-20,1991-10-06
5,4,Bragança,PS,Armando António Martins Vara,1987-07-20,1991-10-06
5,5,Castelo Branco,PSD,Pedro Manuel Cruz Roseta,1987-07-20,1991-10-06
5,5,Castelo Branco,PSD,José Pereira Lopes,1987-07-20,1991-10-06
5,5,Castelo Branco,PSD,Carlos Alberto Pinto,1987-07-20,1991-10-06
5,5,Castelo Branco,PSD,Francisco Antunes da Silva,1987-07-20,1991-10-06
5,5,Castelo Branco,PS,António Manuel de Oliveira Guterres,1987-07-20,1991-10-06
5,5,Castelo Branco,PS,José Socrates Carvalho de Pinto Sousa,1987-07-20,1991-10-06
5,6,Coimbra,PSD,Joaquim Fernando Nogueira,1987-07-20,1991-10-06
5,6,Coimbra,PSD,Mário Ferreira Bastos Raposo,1987-07-20,1991-10-06
5,6,Coimbra,PSD,Manuel Pereira,1987-07-20,1991-10-06
5,6,Coimbra,PSD,Manuel da Costa Andrade,1987-07-20,1991-10-06
5,6,Coimbra,PSD,António Paulo Martins Pereira Coelho,1987-07-20,1991-10-06
5,6,Coimbra,PSD,Luís Filipe Garrido Pais de Sousa,1987-07-20,1991-10-06
5,6,Coimbra,PS,Manuel Alegre de Melo Duarte,1987-07-20,1991-10-06
5,6,Coimbra,PS,João Rui Gaspar de Almeida,1987-07-20,1991-10-06
5,6,Coimbra,PS,António Carlos Ribeiro Campos,1987-07-20,1991-10-06
5,6,Coimbra,PS,Francisco Fernando Osório Gomes,1987-07-20,1991-10-06
5,6,Coimbra,CDU,José Eduardo Linhares de Castro,1987-07-20,1991-10-06
5,7,Évora,CDU,Lino António Marques de Carvalho,1987-07-20,1991-10-06
5,7,Évora,CDU,António José Monteiro Vidigal Amaro,1987-07-20,1991-10-06
5,7,Évora,PSD,Luís António Damásio Capoulas,1987-07-20,1991-10-06
5,7,Évora,PSD,Armando de Carvalho Guerreiro da Cunha,1987-07-20,1991-10-06
5,8,Faro,PSD,António d'Orey Capucho,1987-07-20,1991-10-06
5,8,Faro,PSD,José Mendes Bota,1987-07-20,1991-10-06
5,8,Faro,PSD,Cristóvão Guerreiro Norte,1987-07-20,1991-10-06
5,8,Faro,PSD,António Joaquim Correia Vairinhos,1987-07-20,1991-10-06
5,8,Faro,PSD,Filipe Manuel Silva Abreu,1987-07-20,1991-10-06
5,8,Faro,PS,Luís Filipe Nascimento Madeira,1987-07-20,1991-10-06
5,8,Faro,PS,António José Sanches Esteves,1987-07-20,1991-10-06
5,8,Faro,PS,José Apolinário Nunes Portada,1987-07-20,1991-10-06
5,8,Faro,CDU,Carlos Alfredo de Brito,1987-07-20,1991-10-06
5,9,Guarda,PSD,Manuel Joaquim Dias Loureiro,1987-07-20,1991-10-06
5,9,Guarda,PSD,Marília Dulce Coelho Pires Morgado Raimundo,1987-07-20,1991-10-06
5,9,Guarda,PSD,José Assunção Marques,1987-07-20,1991-10-06
5,9,Guarda,PSD,Álvaro José Rodrigues de Carvalho,1987-07-20,1991-10-06
5,9,Guarda,PS,Abílio Aleixo Curto,1987-07-20,1991-10-06
5,10,Leiria,PSD,Vítor Pereira Crespo,1987-07-20,1991-10-06
5,10,Leiria,PSD,José Augusto Santos da Silva Marques,1987-07-20,1991-10-06
5,10,Leiria,PSD,Licínio Moreira da Silva,1987-07-20,1991-10-06
5,10,Leiria,PSD,Reinaldo Alberto Ramos Gomes,1987-07-20,1991-10-06
5,10,Leiria,PSD,Belarmino Henriques Correia,1987-07-20,1991-10-06
5,10,Leiria,PSD,João Álvaro Poças Santos,1987-07-20,1991-10-06
5,10,Leiria,PSD,José Luís de Carvalho Lalanda Ribeiro,1987-07-20,1991-10-06
5,10,Leiria,PSD,Maria Luísa Lourenço Ferreira,1987-07-20,1991-10-06
5,10,Leiria,PSD,Ercília Domingues Monteiro Pinto Ribeiro da Silva,1987-07-20,1991-10-06
5,10,Leiria,PS,José Manuel Torres Couto,1987-07-20,1991-10-06
5,10,Leiria,PS,Rui do Nascimento Rabaça Vieira,1987-07-20,1991-10-06
5,11,Lisboa,PSD,Aníbal António Cavaco Silva,1987-07-20,1991-10-06
5,11,Lisboa,PSD,Rui Manuel Parente Chancerelle de Machete,1987-07-20,1991-10-06
5,11,Lisboa,PSD,Fernando José Russo Roque Correia Afonso,1987-07-20,1991-10-06
5,11,Lisboa,PSD,Leonardo Eugénio Ramos Ribeiro de Almeida,1987-07-20,1991-10-06
5,11,Lisboa,PSD,Pedro Miguel de Santana Lopes,1987-07-20,1991-10-06
5,11,Lisboa,PSD,Rui Carlos Alvarez Carp,1987-07-20,1991-10-06
5,11,Lisboa,PSD,Rui Manuel de Sousa Almeida Mendes,1987-07-20,1991-10-06
5,11,Lisboa,PSD,Manuel José Dias Soares Costa,1987-07-20,1991-10-06
5,11,Lisboa,PSD,Afonso de Sousa Freire de Moura Guedes,1987-07-20,1991-10-06
5,11,Lisboa,PSD,Arménio Santos,1987-07-20,1991-10-06
5,11,Lisboa,PSD,Carlos Miguel Maximiano de Almeida Coelho,1987-07-20,1991-10-06
5,11,Lisboa,PSD,Maria Teresa Pinto Basto Gouveia,1987-07-20,1991-10-06
5,11,Lisboa,PSD,José Manuel Rodrigues Casqueiro,1987-07-20,1991-10-06
5,11,Lisboa,PSD,José Álvaro Machado Pacheco Pereira,1987-07-20,1991-10-06
5,11,Lisboa,PSD,Pedro Augusto Cunha Pinto,1987-07-20,1991-10-06
5,11,Lisboa,PSD,António Maria Pereira,1987-07-20,1991-10-06
5,11,Lisboa,PSD,Maria da Conceição Ulrich de Castro Pereira,1987-07-20,1991-10-06
5,11,Lisboa,PSD,João José Pedreira de Matos,1987-07-20,1991-10-06
5,11,Lisboa,PSD,José Luís Bonifácio Ramos,1987-07-20,1991-10-06
5,11,Lisboa,PSD,Rui Alberto Limpo Salvada,1987-07-20,1991-10-06
5,11,Lisboa,PSD,Vasco Francisco Aguiar Miguel,1987-07-20,1991-10-06
5,11,Lisboa,PSD,Pedro Domingos de Sousa e Holstein Campilho,1987-07-20,1991-10-06
5,11,Lisboa,PSD,Aurora Margarida de Carvalho Santos Borges de Carvalho,1987-07-20,1991-10-06
5,11,Lisboa,PSD,António José Caeiro da Mota Veiga,1987-07-20,1991-10-06
5,11,Lisboa,PSD,António Costa de Alburquerque de Sousa Lara,1987-07-20,1991-10-06
5,11,Lisboa,PSD,João Domingos Fernandes de Abreu Salgado,1987-07-20,1991-10-06
5,11,Lisboa,PSD,Rui Manuel Lobo Gomes da Silva,1987-07-20,1991-10-06
5,11,Lisboa,PSD,Francisco João Bernardino da Silva,1987-07-20,1991-10-06
5,11,Lisboa,PS,Vítor Manuel Ribeiro Constâncio,1987-07-20,1991-10-06
5,11,Lisboa,PS,Manuel Alfredo Tito de Morais,1987-07-20,1991-10-06
5,11,Lisboa,PS,Jaime José Matos da Gama,1987-07-20,1991-10-06
5,11,Lisboa,PS,Raúl d'Assunção Pimenta Rêgo,1987-07-20,1991-10-06
5,11,Lisboa,PS,Mário Augusto Sottomayor Leal Cardia,1987-07-20,1991-10-06
5,11,Lisboa,PS,João Cardona Gomes Cravinho,1987-07-20,1991-10-06
5,11,Lisboa,PS,Nuno Manuel Brederode Rodrigues dos Santos,1987-07-20,1991-10-06
5,11,Lisboa,PS,António Miguel de Morais Barreto,1987-07-20,1991-10-06
5,11,Lisboa,PS,Álvaro Jaime Neves da Silva,1987-07-20,1991-10-06
5,11,Lisboa,PS,João Barroso Soares,1987-07-20,1991-10-06
5,11,Lisboa,PS,Maria Teresa Dória Santa Clara Gomes,1987-07-20,1991-10-06
5,11,Lisboa,PS,João António Gomes Proença,1987-07-20,1991-10-06
5,11,Lisboa,CDU,Álvaro Barreirinhas Cunhal,1987-07-20,1991-10-06
5,11,Lisboa,CDU,Octávio Floriano Rodrigues Pato,1987-07-20,1991-10-06
5,11,Lisboa,CDU,Herculano da Silva Pombo Marques Sequeira,1987-07-20,1991-10-06
5,11,Lisboa,CDU,António Anselmo Aníbal,1987-07-20,1991-10-06
5,11,Lisboa,CDU,Jerónimo Carvalho de Sousa,1987-07-20,1991-10-06
5,11,Lisboa,CDU,João Cerveira Corregedor da Fonseca,1987-07-20,1991-10-06
5,11,Lisboa,CDU,Maria Luísa Rodrigues Amorim Garcia da Rosa,1987-07-20,1991-10-06
5,11,Lisboa,CDU,Carlos Alberto do Vale Gomes Carvalhas,1987-07-20,1991-10-06
5,11,Lisboa,CDU,João António Gonçalves do Amaral,1987-07-20,1991-10-06
5,11,Lisboa,CDU,Rogério Paulo Sardinha de Sousa Moreira,1987-07-20,1991-10-06
5,11,Lisboa,PRD,António dos Santos Ramalho Eanes,1987-07-20,1991-10-06
5,11,Lisboa,PRD,Carlos Jorge Mendes Corrêa Gago,1987-07-20,1991-10-06
5,11,Lisboa,PRD,Natália de Oliveira Correia,1987-07-20,1991-10-06
5,11,Lisboa,PRD,Vasco da Gama Lopes Fernandes,1987-07-20,1991-10-06
5,11,Lisboa,CDS,Adriano José Alves Moreira,1987-07-20,1991-10-06
5,11,Lisboa,CDS,Francisco António Lucas Pires,1987-07-20,1991-10-06
5,12,Portalegre,PSD,João José da Silva Maçãs,1987-07-20,1991-10-06
5,12,Portalegre,PS,Júlio Francisco Miranda Calha,1987-07-20,1991-10-06
5,12,Portalegre,CDU,Diamantino José Dias,1987-07-20,1991-10-06
5,13,Porto,PSD,Mário Júlio Montalvão Machado,1987-07-20,1991-10-06
5,13,Porto,PSD,Maria Leonor Couceiro Pizarro Beleza de Mendonça Tavares,1987-07-20,1991-10-06
5,13,Porto,PSD,João de Deus Rogado Salvador Pinheiro,1987-07-20,1991-10-06
5,13,Porto,PSD,Alípio Barroso Pereira Dias,1987-07-20,1991-10-06
5,13,Porto,PSD,Maria Manuela Aguiar Dias Moreira,1987-07-20,1991-10-06
5,13,Porto,PSD,Rui Alberto Barradas do Amaral,1987-07-20,1991-10-06
5,13,Porto,PSD,Arlindo Marques Cunha,1987-07-20,1991-10-06
5,13,Porto,PSD,Manuel Maria Moreira,1987-07-20,1991-10-06
5,13,Porto,PSD,Manuel Coelho dos Santos,1987-07-20,1991-10-06
5,13,Porto,PSD,António Manuel Lopes Tavares,1987-07-20,1991-10-06
5,13,Porto,PSD,Guido Orlando Freitas Rodrigues,1987-07-20,1991-10-06
5,13,Porto,PSD,José Nuno Borregana Meireles,1987-07-20,1991-10-06
5,13,Porto,PSD,Luís Filipe Meneses Lopes,1987-07-20,1991-10-06
5,13,Porto,PSD,Joaquim Vilela de Araújo,1987-07-20,1991-10-06
5,13,Porto,PSD,Nuno Francisco Fernandes Delerue Alvim de Matos,1987-07-20,1991-10-06
5,13,Porto,PSD,António Augusto Lacerda de Queirós,1987-07-20,1991-10-06
5,13,Porto,PSD,António da Silva Bacelar,1987-07-20,1991-10-06
5,13,Porto,PSD,Manuel Ferreira Martins,1987-07-20,1991-10-06
5,13,Porto,PSD,Domingos da Silva e Sousa,1987-07-20,1991-10-06
5,13,Porto,PSD,Arlindo da Silva André Moreira,1987-07-20,1991-10-06
5,13,Porto,PSD,Alberto Monteiro de Araújo,1987-07-20,1991-10-06
5,13,Porto,PSD,Carlos Manuel de Oliveira da Silva,1987-07-20,1991-10-06
5,13,Porto,PS,António Cândido Miranda de Macedo,1987-07-20,1991-10-06
5,13,Porto,PS,Mário Manuel Cal Brandão,1987-07-20,1991-10-06
5,13,Porto,PS,António de Almeida Santos,1987-07-20,1991-10-06
5,13,Porto,PS,João Rosado Correia,1987-07-20,1991-10-06
5,13,Porto,PS,Jorge Luís da Costa Catarino,1987-07-20,1991-10-06
5,13,Porto,PS,José Luís do Amaral Nunes,1987-07-20,1991-10-06
5,13,Porto,PS,Manuel António dos Santos,1987-07-20,1991-10-06
5,13,Porto,PS,José Narciso Rodrigues de Miranda,1987-07-20,1991-10-06
5,13,Porto,PS,Maria Helena do Rego da Costa Salema Roseta,1987-07-20,1991-10-06
5,13,Porto,PS,Alberto de Sousa Martins,1987-07-20,1991-10-06
5,13,Porto,PS,Raul Fernando Sousela da Costa Brito,1987-07-20,1991-10-06
5,13,Porto,CDU,Carlos Campos Rodrigues da Costa,1987-07-20,1991-10-06
5,13,Porto,CDU,Raul Fernandes de Morais e Castro,1987-07-20,1991-10-06
5,13,Porto,CDU,Edgar Maciel Almeida Correia,1987-07-20,1991-10-06
5,13,Porto,CDU,António da Silva Mota,1987-07-20,1991-10-06
5,13,Porto,CDS,Basílio Adolfo de Mendonça Horta da Franca,1987-07-20,1991-10-06
5,13,Porto,PRD,José da Silva Lopes,1987-07-20,1991-10-06
5,14,Santarém,PSD,Luís Fernando de Mira Amaral,1987-07-20,1991-10-06
5,14,Santarém,PSD,Carlos Matos Chaves de Macedo,1987-07-20,1991-10-06
5,14,Santarém,PSD,Fernando dos Reis Condesso,1987-07-20,1991-10-06
5,14,Santarém,PSD,Mário de Oliveira Mendes dos Santos,1987-07-20,1991-10-06
5,14,Santarém,PSD,Miguel Fernando Cassola de Miranda Relvas,1987-07-20,1991-10-06
5,14,Santarém,PSD,José Guilherme Pereira Coelho dos Reis,1987-07-20,1991-10-06
5,14,Santarém,PSD,Mário da Silva Coutinho Albuquerque,1987-07-20,1991-10-06
5,14,Santarém,PS,Jorge Fernando Branco de Sampaio,1987-07-20,1991-10-06
5,14,Santarém,PS,Jorge Lacão Costa,1987-07-20,1991-10-06
5,14,Santarém,PS,José Manuel Oliveira Gameiro dos Santos,1987-07-20,1991-10-06
5,14,Santarém,PRD,Hermínio Paiva Fernandes Martinho,1987-07-20,1991-10-06
5,14,Santarém,CDU,Raimundo do Céu Cabral,1987-07-20,1991-10-06
5,15,Setúbal,CDU,Domingos Abrantes Ferreira,1987-07-20,1991-10-06
5,15,Setúbal,CDU,Maria Amélia do Carmo Mota Santos,1987-07-20,1991-10-06
5,15,Setúbal,CDU,José Rodrigues Vitoriano,1987-07-20,1991-10-06
5,15,Setúbal,CDU,Carlos Manuel Ferreira da Paz Ramildes,1987-07-20,1991-10-06
5,15,Setúbal,CDU,José Manuel Maia Nunes de Almeida,1987-07-20,1991-10-06
5,15,Setúbal,CDU,Maria Odete Santos,1987-07-20,1991-10-06
5,15,Setúbal,CDU,Manuel Rogério Sousa Brito,1987-07-20,1991-10-06
5,15,Setúbal,PSD,Carlos Alberto Martins Pimenta,1987-07-20,1991-10-06
5,15,Setúbal,PSD,António Fernando Couto dos Santos,1987-07-20,1991-10-06
5,15,Setúbal,PSD,Joaquim Eduardo Gomes,1987-07-20,1991-10-06
5,15,Setúbal,PSD,Fernando Manuel Alves Cardoso Ferreira,1987-07-20,1991-10-06
5,15,Setúbal,PSD,Francisco Mendes Costa,1987-07-20,1991-10-06
5,15,Setúbal,PSD,Nuno Miguel Salgueiro Ferreira Silvestre,1987-07-20,1991-10-06
5,15,Setúbal,PS,Eduardo Ribeiro Pereira,1987-07-20,1991-10-06
5,15,Setúbal,PS,António Poppe Lopes Cardoso,1987-07-20,1991-10-06
5,15,Setúbal,PS,José Ernesto Figueira dos Reis,1987-07-20,1991-10-06
5,15,Setúbal,PRD,António Alves Marques Júnior,1987-07-20,1991-10-06
5,16,Viana do Castelo,PSD,João Maria Leitão de Oliveira Martins,1987-07-20,1991-10-06
5,16,Viana do Castelo,PSD,Joaquim Maria Fernandes Marques,1987-07-20,1991-10-06
5,16,Viana do Castelo,PSD,Hilário Torres Azevedo Marques,1987-07-20,1991-10-06
5,16,Viana do Castelo,PSD,António Roleira Marinho,1987-07-20,1991-10-06
5,16,Viana do Castelo,PSD,Américo de Sequeira,1987-07-20,1991-10-06
5,16,Viana do Castelo,PS,Alberto Marques de Oliveira e Silva,1987-07-20,1991-10-06
5,17,Vila Real,PSD,Luís Francisco Valente de Oliveira,1987-07-20,1991-10-06
5,17,Vila Real,PSD,Daniel Abílio Ferreira Bastos,1987-07-20,1991-10-06
5,17,Vila Real,PSD,João Maria Ferreira Teixeira,1987-07-20,1991-10-06
5,17,Vila Real,PSD,Fernando José Antunes Gomes Pereira,1987-07-20,1991-10-06
5,17,Vila Real,PSD,Maria Assunção Andrade Esteves,1987-07-20,1991-10-06
5,17,Vila Real,PS,Carlos Cardoso Lage,1987-07-20,1991-10-06
5,18,Viseu,PSD,Fernando Monteiro do Amaral,1987-07-20,1991-10-06
5,18,Viseu,PSD,José Manuel Durão Barroso,1987-07-20,1991-10-06
5,18,Viseu,PSD,António José Coelho de Araújo,1987-07-20,1991-10-06
5,18,Viseu,PSD,Luís António Martins,1987-07-20,1991-10-06
5,18,Viseu,PSD,José de Almeida Cesário,1987-07-20,1991-10-06
5,18,Viseu,PSD,António Maria Oliveira de Matos,1987-07-20,1991-10-06
5,18,Viseu,PSD,Manuel João Vaz Freixo,1987-07-20,1991-10-06
5,18,Viseu,PSD,João Soares Pinto Montenegro,1987-07-20,1991-10-06
5,18,Viseu,PS,Raul Manuel Bordalo Junqueiro,1987-07-20,1991-10-06
5,18,Viseu,PS,Afonso Sequeira Abrantes,1987-07-20,1991-10-06
5,19,Açores,PSD,João Bosco Soares Mota Amaral,1987-07-20,1991-10-06
5,19,Açores,PSD,José Mendes Melo Alves,1987-07-20,1991-10-06
5,19,Açores,PSD,José de Vargas Bulcão,1987-07-20,1991-10-06
5,19,Açores,PSD,Mário Jorge Belo Maciel,1987-07-20,1991-10-06
5,19,Açores,PS,Carlos Manuel Martins do Vale César,1987-07-20,1991-10-06
5,20,Madeira,PSD,Alberto João Cardoso Gonçalves Jardim,1987-07-20,1991-10-06
5,20,Madeira,PSD,Manuel Filipe Correia de Jesus,1987-07-20,1991-10-06
5,20,Madeira,PSD,Carlos Lélis da Câmara Gonçalves,1987-07-20,1991-10-06
5,20,Madeira,PSD,Cecília Pita Catarino,1987-07-20,1991-10-06
5,20,Madeira,PS,José Carlos Pinto Basto da Mota Torres,1987-07-20,1991-10-06
5,21,Círculo da Europa,PSD,Henrique Alberto Freitas do Nascimento Rodrigues,1987-07-20,1991-10-06
5,21,Círculo da Europa,PS,Vítor Manuel Caio Roque,1987-07-20,1991-10-06
5,22,Círculo de fora da Europa,PSD,Luís Manuel Costa Geraldes,1987-07-20,1991-10-06
5,22,Círculo de fora da Europa,PSD,Luís Amadeu Barradas Amaral,1987-07-20,1991-10-06
